,title,artist,url,participant,playlist_type
2,"Keyboard Concerto No. 4 in A Major, BWV 1055: I. Allegro",Glenn Gould,youtube.com/watch?v=ey4BwErfnAQ&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=3,GHER,energizing
3,"Mrs. Robinson (From ""The Graduate"" Soundtrack)",Simon & Garfunkel,youtube.com/watch?v=_C2vqI9FVwg&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=4,GHER,energizing
4,Hungarian Dance no. 5,Johannes Brahms,youtube.com/watch?v=-HNmVe0Mmek&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=5,GHER,energizing
5,Rockelbel's Canon (Pachelbel Canon in D),The Piano Guys,youtube.com/watch?v=ldwwaVkEILY&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=6,GHER,energizing
6,Charlie Brown Medley,The Piano Guys,youtube.com/watch?v=sdhF3OYZJAk&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=7,GHER,energizing
7,Mambozart,Klazz Brothers,youtube.com/watch?v=euSdhjESFYo&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=8,GHER,energizing
8,Carmen Cubana,Klazz Brothers,youtube.com/watch?v=DMYq_yVso-g&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=9,GHER,energizing
9,Conga No. 5,Klazz Brothers,youtube.com/watch?v=pTqaCtS6_g4&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=10,GHER,energizing
10,One Day,Matisyahu,youtube.com/watch?v=rLvg3jJcO5I&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=11,GHER,energizing
11,Symphony No. 5,Chicago Symphony Orchestra,youtube.com/watch?v=V7wAMDRs32k&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=12,GHER,energizing
12,Pines Of Rome,Chicago Symphony Orchestra,youtube.com/watch?v=pICxBnu-TTU&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=13,GHER,energizing
13,Rhapsody In Blue,Philharmonia Orchestra,youtube.com/watch?v=zAZo8pdG8ds&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=14,GHER,energizing
14,"Piano Concerto No. 2, Allegro,Opus 102",Chicago Symphony Orchestra,youtube.com/watch?v=cIE9WKZhW9Y&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=15,GHER,energizing
15,"Carnival Of The Animals, Finale",Chicago Symphony Orchestra,youtube.com/watch?v=d3Vz258u3Ss&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=16,GHER,energizing
16,The Sorcerer's Apprentice,Philharmonia Orchestra,youtube.com/watch?v=UfbzPsKvMzo&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=17,GHER,energizing
17,"Pomp & Circumstance, Marches #1,2,3, & 4",Chicago Symphony Orchestra,youtube.com/watch?v=E_8mqcbZ4bM&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=18,GHER,energizing
18,Firebird Suite (1919 Version),Chicago Symphony Orchestra,youtube.com/watch?v=MB5Db3rU3HU&list=PLZEl0b5BNrnFtddsakBmlApKu3Zpwjq7e&index=19,GHER,energizing
0,Vienna,Billy Joel,youtube.com/watch?v=irl89Gmcv8c&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=1,JDEN,energizing
1,We Didn't Start the Fire,Billy Joel,youtube.com/watch?v=55q6jrfBDdk&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=2,JDEN,energizing
2,Today 4 U,Jesse L. Martin,youtube.com/watch?v=RIS-1gFvWqM&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=3,JDEN,energizing
3,"Happy (From ""Despicable Me 2"")",Pharrell Williams,youtube.com/watch?v=dJqxQzxLbHM&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=4,JDEN,energizing
4,Perm,Bruno Mars,youtube.com/watch?v=yPDNA-5Sqqc&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=5,JDEN,energizing
5,Skate,Bruno Mars,youtube.com/watch?v=AVz2FAp9odU&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=6,JDEN,energizing
6,1999 (2019 Remaster),Prince,youtube.com/watch?v=UWC4X_rTRsA&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=7,JDEN,energizing
7,Let's Go Crazy,Prince,youtube.com/watch?v=eCM2dEWGf-o&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=8,JDEN,energizing
8,It's Tricky,Run DMC,youtube.com/watch?v=KB6SILem5Xs&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=9,JDEN,energizing
9,About Damn Time,Lizzo Music,youtube.com/watch?v=j5n5YzMm5LY&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=10,JDEN,energizing
10,On The Floor (Radio Edit),Jennifer Lopez,youtube.com/watch?v=gDRL47NzG5o&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=11,JDEN,energizing
11,"Nails, Hair, Hips, Heels",todrickhall,youtube.com/watch?v=FZOy3_zWs1I&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=12,JDEN,energizing
12,Sincerely Me (From The “Dear Evan Hansen” Original Motion Picture Soundtrack),Colton Ryan,youtube.com/watch?v=gCWmtc_EY4s&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=13,JDEN,energizing
13,The Way You Make Me Feel (2012 Remaster),Michael Jackson,youtube.com/watch?v=VtM-rHPwN7o&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=14,JDEN,energizing
14,P.Y.T. (Pretty Young Thing),Michael Jackson,youtube.com/watch?v=y32ejtuxSjM&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=15,JDEN,energizing
15,Watermelon Sugar,Harry Styles,youtube.com/watch?v=KPM_BYl-EaQ&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=16,JDEN,energizing
16,You Need To Calm Down,Taylor Swift,youtube.com/watch?v=1wgr1Bjxs7E&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=17,JDEN,energizing
17,Formation,Beyoncé,youtube.com/watch?v=sj9q5ve6bh0&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=18,JDEN,energizing
18,Roxanne,The Police,youtube.com/watch?v=xB_BXsz3lTs&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=19,JDEN,energizing
19,Never Ever Getting Rid of Me,Various Artists,youtube.com/watch?v=oQvqDYrCi_k&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=20,JDEN,energizing
20,Cabinet Battle #1,usnavi,youtube.com/watch?v=dSYW61XQZeo&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=21,JDEN,energizing
21,Carnaval Del Barrio,Daphne Rubin-Vega,youtube.com/watch?v=tjfhKJAaHzo&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=22,JDEN,energizing
22,Ex-Wives,SIX,youtube.com/watch?v=AOKiTcgc7SU&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=23,JDEN,energizing
23,A Brand New Day,Original Television Cast of the Wiz LIVE!,youtube.com/watch?v=kOZFVneKa5w&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=24,JDEN,energizing
24,Wannabe,Spice Girls,youtube.com/watch?v=tscL_I2v7pU&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=25,JDEN,energizing
25,Ironic,Alanis Morissette,youtube.com/watch?v=AakBK5leleE&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=26,JDEN,energizing
26,"96,000",usnavi,youtube.com/watch?v=zz3STktlBnc&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=27,JDEN,energizing
27,A Million Dreams,Ziv Zaifman,youtube.com/watch?v=z4cCYB9Ggq0&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=28,JDEN,energizing
28,This Is Me,Keala Settle,youtube.com/watch?v=kbo0XwwLFks&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=29,JDEN,energizing
29,Where You Are,Christopher Jackson,youtube.com/watch?v=_Rom79s-Rwo&list=PLZEl0b5BNrnF7sSgjK8-2tDTnv_hmxSJd&index=30,JDEN,energizing
0,Seasons of Love,Taye Diggs,youtube.com/watch?v=9A_2WFx8FEU&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=1,JDEN,relaxing
1,Candle In The Wind (Remastered 2014),Elton John,youtube.com/watch?v=MYU3F8uUGiw&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=2,JDEN,relaxing
2,Goodbye Yellow Brick Road (Remastered 2014),Elton John,youtube.com/watch?v=wy709iNG6i8&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=3,JDEN,relaxing
3,Landslide (2017 Remaster),Fleetwood Mac,youtube.com/watch?v=radHy4HhhNg&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=4,JDEN,relaxing
4,All I've Ever Known,Eva Noblezada,youtube.com/watch?v=L5A__1-QK4w&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=5,JDEN,relaxing
5,Imagine (Remastered 2010),johnlennon,youtube.com/watch?v=rAn-AWXtHv0&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=6,JDEN,relaxing
6,Santa Fe,Adam Pascal,youtube.com/watch?v=vv8DuePjDKI&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=7,JDEN,relaxing
7,"Defying Gravity (From ""Wicked"" Original Broadway Cast Recording/2003)",Kristin Chenoweth,youtube.com/watch?v=fEq3xM-i0Ng&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=8,JDEN,relaxing
8,Any Way the Wind Blows,Yvette Gonzalez‐Nacer,youtube.com/watch?v=2N3FmSVcjwA&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=9,JDEN,relaxing
9,It's Quiet Uptown,usnavi,youtube.com/watch?v=bMAoOGnw9qQ&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=10,JDEN,relaxing
10,Light My Candle,Adam Pascal,youtube.com/watch?v=c7H1zqvKObM&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=11,JDEN,relaxing
11,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,youtube.com/watch?v=BdEe5SpdIuo&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=12,JDEN,relaxing
12,Vienna,Billy Joel,youtube.com/watch?v=irl89Gmcv8c&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=13,JDEN,relaxing
13,Wedding Song,Afra Hines,youtube.com/watch?v=zP47npl3rHo&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=14,JDEN,relaxing
14,Flowers,Eva Noblezada,youtube.com/watch?v=IzDzpJcQ8l4&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=15,JDEN,relaxing
15,She Used to Be Mine,Jessie Mueller,youtube.com/watch?v=A2-aUNmYNLM&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=16,JDEN,relaxing
16,The Long And Winding Road (Remastered 2009),The Beatles,youtube.com/watch?v=fR4HjTH_fTM&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=17,JDEN,relaxing
17,Carolina in My Mind,James Taylor,youtube.com/watch?v=tRIhSrWFeWM&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=18,JDEN,relaxing
18,Rhiannon,Fleetwood Mac,youtube.com/watch?v=0xGPi-Al3zQ&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=19,JDEN,relaxing
19,Mexico,James Taylor,youtube.com/watch?v=C8H9h9uNiCI&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=20,JDEN,relaxing
20,Requiem,Laura Dreyfuss,youtube.com/watch?v=_xp79POIrus&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=21,JDEN,relaxing
21,Waving Through A Window,Original Broadway Cast of Dear Evan Hansen,youtube.com/watch?v=A9fGB1ln13E&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=22,JDEN,relaxing
22,Sunday,Raúl Esparza,youtube.com/watch?v=2A6CkuTSZTk&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=23,JDEN,relaxing
23,Morning Glow,The Players,youtube.com/watch?v=QXOr3sQqw8s&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=24,JDEN,relaxing
24,Sunrise,Christopher Jackson,youtube.com/watch?v=ieNK8PYoS4A&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=25,JDEN,relaxing
25,Killing Me Softly With His Song,Fugees,youtube.com/watch?v=H-RBJNqdnoM&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=26,JDEN,relaxing
26,Waterfalls,TLC,youtube.com/watch?v=A_iTphwVNYs&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=27,JDEN,relaxing
27,Fire and Rain,James Taylor,youtube.com/watch?v=N8u8tASPtwg&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=28,JDEN,relaxing
28,Wait for Me,Afra Hines,youtube.com/watch?v=9nKTH0zx_H8&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=29,JDEN,relaxing
29,You Matter to Me,Jessie Mueller,youtube.com/watch?v=AREDtpRZTSA&list=PLZEl0b5BNrnEQcY0DRTUDjmGyxTeT1yss&index=30,JDEN,relaxing
0,Don't Pass Me By (2018 Mix),The Beatles,youtube.com/watch?v=U7ivAZqWKH0&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=1,DMUN,energizing
1,Roundabout (2008 Remaster),yesofficial,youtube.com/watch?v=cPCLFtxpadE&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=2,DMUN,energizing
2,Fool in the Rain (Remaster),Led Zeppelin,youtube.com/watch?v=UN_CaSgK6GU&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=3,DMUN,energizing
3,Rods And Cones,Blue Man Group,youtube.com/watch?v=d3zSx6LeiH0&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=4,DMUN,energizing
4,Hips Don't Lie,Shakira,youtube.com/watch?v=gnUDvKEdke8&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=5,DMUN,energizing
5,Objection (Tango),Shakira,youtube.com/watch?v=UsyMHryJCLw&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=6,DMUN,energizing
6,Better When I'm Dancin',Meghan Trainor,youtube.com/watch?v=q4sLmgUD9xs&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=7,DMUN,energizing
7,A Little Less Conversation,Elvis Presley,youtube.com/watch?v=uC8k6T2e6BI&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=8,DMUN,energizing
8,In These Shoes,Bette Midler,youtube.com/watch?v=I7APhrWw10c&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=9,DMUN,energizing
9,I Know What I Know,Paul Simon,youtube.com/watch?v=Cc6dQPFKh28&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=10,DMUN,energizing
10,Get Ready For This,DJs Unlimited,youtube.com/watch?v=r2CPBLQvZug&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=11,DMUN,energizing
11,Groove Is in the Heart,Deee-Lite,youtube.com/watch?v=Y4TC2D7uGqs&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=12,DMUN,energizing
12,I Gotta Feeling,Black Eyed Peas,youtube.com/watch?v=OIPmhkzN2ug&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=13,DMUN,energizing
13,Talk Dirty (feat. 2 Chainz),Jason Derulo,youtube.com/watch?v=CfmuAVNdYx8&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=14,DMUN,energizing
14,bad guy,Billie Eilish,youtube.com/watch?v=ZD6rXLXZOEI&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=15,DMUN,energizing
15,Just Dance,Lady Gaga,youtube.com/watch?v=Yey7_vm9Zkc&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=16,DMUN,energizing
16,Don't Stop the Party,Pitbull,youtube.com/watch?v=8dTmPIBNG4M&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=17,DMUN,energizing
17,Mr. Saxobeat,Alexandra Stan,youtube.com/watch?v=yFoElsPalQM&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=18,DMUN,energizing
18,Uptown Funk,Mark Ronson,youtube.com/watch?v=tYvFa2ARD24&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=19,DMUN,energizing
19,"The Four Seasons, Winter: III.Allegro",Jonnas Heisenberg,youtube.com/watch?v=4zYciZW-NhQ&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=20,DMUN,energizing
20,Gotta Get over Greta,The Nields,youtube.com/watch?v=ctBI05LUv9E&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=21,DMUN,energizing
21,Tomorrowland,The Nields,youtube.com/watch?v=XoCHjdCMsrk&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=22,DMUN,energizing
22,Cecilia,Simon & Garfunkel,youtube.com/watch?v=voGvFWXPYx8&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=23,DMUN,energizing
23,A Taste Of Honey,Herb Alpert,youtube.com/watch?v=gRGOm071sE0&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=24,DMUN,energizing
24,"I'm Too Sexy (7"" Mix)",Right Said Fred,youtube.com/watch?v=AaQ7b_ymAcM&list=PLZEl0b5BNrnHjTQe90Ez7bqj4oPL0zbFh&index=25,DMUN,energizing
0,Touch of Grey (2013 Remaster),Grateful Dead,youtube.com/watch?v=Ht_BfhweF4I&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=1,DMUN,relaxing
1,Moonlight Serenade,In The Christmas Mood - The Glenn Miller Orchestra,youtube.com/watch?v=lMvaY9s9jlU&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=2,DMUN,relaxing
2,Starry Eyed Surprise,Paul Oakenfold,youtube.com/watch?v=ZYiovHiTa5Y&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=3,DMUN,relaxing
3,Waterloo,ABBA,youtube.com/watch?v=9y-8ZiAJiQo&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=4,DMUN,relaxing
4,Take A Chance On Me,ABBA,youtube.com/watch?v=DkkQ8dCPiwA&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=5,DMUN,relaxing
5,Limehouse Blues,Lionel Hampton,youtube.com/watch?v=VlmRRRHUgD0&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=6,DMUN,relaxing
6,"Happy (From ""Despicable Me 2"")",Pharrell Williams,youtube.com/watch?v=dJqxQzxLbHM&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=7,DMUN,relaxing
7,Moonlight Drive,The Doors,youtube.com/watch?v=iNilmUzcB0s&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=8,DMUN,relaxing
8,Diamonds on the Soles of Her Shoes,Paul Simon,youtube.com/watch?v=FAb2Mu0CRk4&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=9,DMUN,relaxing
9,Soulful Strut,cerezineclarisse,youtube.com/watch?v=Ygv4RMGwqMs&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=10,DMUN,relaxing
10,Somebody To Love (Remastered 2014),Queen,youtube.com/watch?v=g-DF1Mzy_3g&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=11,DMUN,relaxing
11,Jamming,Bob Marley,youtube.com/watch?v=7kyg6F-E4fg&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=12,DMUN,relaxing
12,Monkey Man,Toots and the Maytals,youtube.com/watch?v=Luz6ZcAxEog&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=13,DMUN,relaxing
13,It Mek,Desmond Dekker,youtube.com/watch?v=BsAMsiKrtaM&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=14,DMUN,relaxing
14,Roam,The B-52s,youtube.com/watch?v=FuJDNYT3n0w&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=15,DMUN,relaxing
15,Hanging Gardens,Classixx,youtube.com/watch?v=XEqY6lYtQpk&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=16,DMUN,relaxing
16,Time Out Of Mind,Steely Dan,youtube.com/watch?v=XOuFO8KPnjw&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=17,DMUN,relaxing
17,Ihe Onye Eche,Oriental Brothers International Band,youtube.com/watch?v=jrZhlW_61z8&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=18,DMUN,relaxing
18,Iheoma Agighi Onye Oso,Oriental Brothers International Band,youtube.com/watch?v=vOvmxfU0lJQ&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=19,DMUN,relaxing
19,Einstein's Daughter,The Nields,youtube.com/watch?v=wvSK1-yFK7o&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=20,DMUN,relaxing
20,Cape Cod Kwassa Kwassa,Vampire Weekend,youtube.com/watch?v=OyUEgsKldyk&list=PLZEl0b5BNrnHb9Q0w6oohGprgAcdD_E49&index=21,DMUN,relaxing
0,American Pie,Don McLean,youtube.com/watch?v=iX_TFkut1PM&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=1,NLEN,energizing
1,You Are The Sunshine Of My Life,Stevie Wonder,youtube.com/watch?v=SbenaOqv4yQ&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=2,NLEN,energizing
2,Can't Take My Eyes off You,Frankie Valli and the Four Seasons,youtube.com/watch?v=DYwQy_9JPtQ&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=3,NLEN,energizing
3,Honky Tonk Women ((Original Single Stereo Version)),The Rolling Stones,youtube.com/watch?v=61jfm219ArA&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=4,NLEN,energizing
4,Wedding Bell Blues (Digitally Remastered: 1997),The 5th Dimension,youtube.com/watch?v=oWs2qshwXxI&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=5,NLEN,energizing
5,Sh-Boom,The Crew Cuts,youtube.com/watch?v=CikEbEtnBcE&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=6,NLEN,energizing
6,Dancing In The Street,The Mamas & The Papas,youtube.com/watch?v=vk3i_aQtnnk&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=7,NLEN,energizing
7,Carolina In The Morning,Barbara Cook,youtube.com/watch?v=H_YVC8-oGBo&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=8,NLEN,energizing
8,Beale Street Mama,Bob Scobey's Frisco Band,youtube.com/watch?v=5E6I8ZOw2Eo&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=9,NLEN,energizing
9,Saturday in the Park,Chicago Band,youtube.com/watch?v=vL7Op9ZQ3E0&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=10,NLEN,energizing
10,"Up, Up and Away",The 5th Dimension,youtube.com/watch?v=2qdCuzjAGmA&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=11,NLEN,energizing
11,Dancing in the Moonlight,KingHarvestMusic,youtube.com/watch?v=0eHBLHVHjWg&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=12,NLEN,energizing
12,Zip-A-Dee Doo-Dah,The Singers Unlimited,youtube.com/watch?v=y9j3diVHfuQ&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=13,NLEN,energizing
13,Sesame Street (Remastered),Oscar Peterson Legacy,youtube.com/watch?v=D0v-u55LxcY&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=14,NLEN,energizing
14,"They Can't Take That Away from Me (Live at Sunset School, Carmel-by-the-Sea, CA, September 1955)",Erroll Garner,youtube.com/watch?v=YNRTRi5znuM&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=15,NLEN,energizing
15,I Only Have Eyes for You,The Flamingos,youtube.com/watch?v=1_urvud-Oi0&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=16,NLEN,energizing
16,Isn't She Lovely,Stevie Wonder,youtube.com/watch?v=oE56g61mW44&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=17,NLEN,energizing
17,Blue Skies (arr. J.H. Jennings),Nguyễn Quang Tùng,youtube.com/watch?v=peQIZa_57ZA&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=18,NLEN,energizing
18,Come Rain or Come Shine,The Hi-Lo's,youtube.com/watch?v=hRI8n4_BBUs&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=19,NLEN,energizing
19,"Help Me, Rhonda",The Beach Boys,youtube.com/watch?v=YKK3jbSNj2g&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=20,NLEN,energizing
20,Do You Wanna Dance? (US Version / Remastered 2001),The Beach Boys,youtube.com/watch?v=9ygNrucWAzQ&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=21,NLEN,energizing
21,My Girl,The Temptations,youtube.com/watch?v=szbI1vu-cCc&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=22,NLEN,energizing
22,Unchained Melody,Righteous Brothers,youtube.com/watch?v=te51eVrFWEc&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=23,NLEN,energizing
23,Around and Around (Andaroundandaroungandaroundandaround),Frankie Valli and the Four Seasons,youtube.com/watch?v=BrSq_ltxZK0&list=PLZEl0b5BNrnG4IGnV2NRwTUs4-pxejsCp&index=24,NLEN,energizing
